asin,date,id,name,rating,review,title,verified_purchase,total_review,extracted_raw_sentiment
B09R95CGSW,8-Feb-23,RP3H2K0OXVBBT,Carmaville,5,Best TV I have ever bought! Such beautiful clarity. Feels like I'm right in the show or movie. I can't get over how much I love it!! Definitely recommend if you are looking for a winner in the television category!!,Awesome Television,TRUE,Title: Awesome Television Review: Best TV I have ever bought! Such beautiful clarity. Feels like I'm right in the show or movie. I can't get over how much I love it!! Definitely recommend if you are looking for a winner in the television category!!,"{
  ""aspects"": {
    ""clarity"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Such beautiful clarity""
    },
    ""immersion"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Feels like I'm right in the show or movie""
    },
    ""recommendation"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Definitely recommend if you are looking for a winner in the television category!!""
    }
  }
}"
B09R95CGSW,12-Oct-22,R7V20330NSLN1,Jon,4,"The TV looks great. The color, the quality of image and the size are all amazing. Unfortunately ours came with some minor damage.I'm assuming this happened in transit and it doesn't affect the display image at all. It's still upsetting though for the price of the TV. The top right side has a small ripple in the frame and a dimple in the screen. Let me tell you when we realized this it gave us a panic. We don't want to return it and will de with the minor damage. I'm waiting to hear back from customer service to see if they offer any solutions.Other than that the TV is amazing. The smart features respond to the remote quickly and they're many apps to use. I am excited to start watching some movies and play our games on this TV. Iwill update when i hear back from support.",Great tv but...,TRUE,"Title: Great tv but... Review: The TV looks great. The color, the quality of image and the size are all amazing. Unfortunately ours came with some minor damage.I'm assuming this happened in transit and it doesn't affect the display image at all. It's still upsetting though for the price of the TV. The top right side has a small ripple in the frame and a dimple in the screen. Let me tell you when we realized this it gave us a panic. We don't want to return it and will de with the minor damage. I'm waiting to hear back from customer service to see if they offer any solutions.Other than that the TV is amazing. The smart features respond to the remote quickly and they're many apps to use. I am excited to start watching some movies and play our games on this TV. Iwill update when i hear back from support.","{
  ""aspects"": {
    ""Color"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The color looks great.""
    },
    ""Image quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The quality of image is amazing.""
    },
    ""Size"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The size is amazing.""
    },
    ""Damage"": {
      ""sentiment"": ""negative"",
      ""justification"": ""The TV came with some minor damage on the top right side which has a small ripple in the frame and a dimple in the screen. It's upsetting for the price of the TV.""
    },
    ""Smart features"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The smart features respond to the remote quickly and there are many apps to use.""
    }
  }
}"
B09R95CGSW,28-Jul-22,R108YXKADA523S,Me,4,The picture quality is excelent; definitly hard to beat oled. I watched the original 1973 Westworld movie and the TV made it look great (too bad it couldn't improve plot).I've had problems with the OS where apps stop working requiring some combination of deleting the app data and/or restarting the TV; very frustrating. This has already happened a few times in less than a week. Roku TVs have been much more reliable.Hopefully a future OTA firmware update will help. I may just install a Roku if problems continue; sorry Sony/Google.Update 8-1-2022:Dropping to 4⭐ due to buggy OS. Wired network stopped working today... restarted TV and it's working again. Basicaly theres been something every few days that requires the TV to be restarted via the system menu to fix.Update 8-19-2022: Things are better after last firmware update. Leaving at 4⭐ because the OS should be easier to use and I don't have a lot of confidence in it not having another bug in a later update. At least I'm still happy with the picture.Update 9-30-2022: TV has only required one restart to fix network issue. It's hard wired so I'm blaming the OS; everything else in the house was working. The TV interface continues to disappoint due to the number of clicks to do anything. I'm also getting tired of seeing all of recomended shows to watch served up from google. Plugging in a Roku is still an option.Tip 11-3-2022: Hold down the power button to reboot.,"Awesome Picture, Poor Software",TRUE,"Title: Awesome Picture, Poor Software Review: The picture quality is excelent; definitly hard to beat oled. I watched the original 1973 Westworld movie and the TV made it look great (too bad it couldn't improve plot).I've had problems with the OS where apps stop working requiring some combination of deleting the app data and/or restarting the TV; very frustrating. This has already happened a few times in less than a week. Roku TVs have been much more reliable.Hopefully a future OTA firmware update will help. I may just install a Roku if problems continue; sorry Sony/Google.Update 8-1-2022:Dropping to 4⭐ due to buggy OS. Wired network stopped working today... restarted TV and it's working again. Basicaly theres been something every few days that requires the TV to be restarted via the system menu to fix.Update 8-19-2022: Things are better after last firmware update. Leaving at 4⭐ because the OS should be easier to use and I don't have a lot of confidence in it not having another bug in a later update. At least I'm still happy with the picture.Update 9-30-2022: TV has only required one restart to fix network issue. It's hard wired so I'm blaming the OS; everything else in the house was working. The TV interface continues to disappoint due to the number of clicks to do anything. I'm also getting tired of seeing all of recomended shows to watch served up from google. Plugging in a Roku is still an option.Tip 11-3-2022: Hold down the power button to reboot.","{
    ""aspects"": {
        ""Picture quality"": {
            ""sentiment"": ""positive"",
            ""justification"": ""The picture quality is excellent and hard to beat OLED. Watched the original 1973 Westworld movie and the TV made it look great.""
        },
        ""Software"": {
            ""sentiment"": ""negative"",
            ""justification"": ""Had problems with the OS where apps stop working requiring some combination of deleting the app data and/or restarting the TV. Wired network stopped working today...restarted TV and it's working again. At least I'm still happy with the picture.""
        },
        ""Reliability"": {
            ""sentiment"": ""negative"",
            ""justification"": ""The TV has required a few restarts every few days to fix some issues that require the TV to be restarted via the system menu to fix. Roku TVs have been much more reliable. Dropping to 4⭐ due to buggy OS.""
        },
        ""Ease of use"": {
            ""sentiment"": ""negative"",
            ""justification"": ""The TV interface continues to disappoint due to the number of clicks to do anything. Recommendations of shows to watch served up from google are not desired.""
        }
    }
}"
B09R95CGSW,21-Jan-23,R3F8971WSRTS4X,Amazon Customer,4,Excellent picture quality highly recommended.Great TV,Excellent quality this is my third Sony tv.Highly recommended,TRUE,Title: Excellent quality this is my third Sony tv.Highly recommended Review: Excellent picture quality highly recommended.Great TV,"{
  ""aspects"": {
    ""picture quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Excellent picture quality""
    },
    ""recommendation"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Highly recommended""
    },
    ""brand"": {
      ""sentiment"": ""positive"",
      ""justification"": ""this is my third Sony tv""
    }
  }
}"
B09R95CGSW,12-Feb-23,R3KP6X3EYLYYR6,Michael edwards,5,"Great picture and sound. The smart functions are nice but a little over complicated. Light for a 65""",Great TV,TRUE,"Title: Great TV Review: Great picture and sound. The smart functions are nice but a little over complicated. Light for a 65""","{
    ""aspects"": {
        ""picture"": {
            ""sentiment"": ""Positive"",
            ""justification"": ""Great picture""
        },
        ""sound"": {
            ""sentiment"": ""Positive"",
            ""justification"": ""Great sound""
        },
        ""smart functions"": {
            ""sentiment"": ""Neutral"",
            ""justification"": ""Nice but a little over complicated""
        },
        ""size"": {
            ""sentiment"": ""Positive"",
            ""justification"": ""Light for a 65\""""
        }
    }
}"
B09R95CGSW,29-Nov-22,R1PHMVNMQUJ6D9,Nancy Grace,4,Not good for watching in a daytime. Even on a cloudy day the glare and reflections make it very hard to see. And it’s not even directly opposite of my window! The sound is good. Menu is easy to navigate. Overall it’s a good TV. But you could get similar quality for a lot cheaper with other brands.,Not worth the price,TRUE,Title: Not worth the price Review: Not good for watching in a daytime. Even on a cloudy day the glare and reflections make it very hard to see. And it’s not even directly opposite of my window! The sound is good. Menu is easy to navigate. Overall it’s a good TV. But you could get similar quality for a lot cheaper with other brands.,"{
  ""aspects"": {
    ""glare"": {
      ""sentiment"": ""negative"",
      ""justification"": ""Even on a cloudy day the glare and reflections make it very hard to see.""
    },
    ""sound"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The sound is good.""
    },
    ""menu"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Menu is easy to navigate.""
    },
    ""quality"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""Overall it’s a good TV. But you could get similar quality for a lot cheaper with other brands.""
    }
  }
}"
B09R95CGSW,4-Jan-23,R3SK5SK9HBQJIP,Laura ,5,TV was in perfect condition when we got it.Set up was fairly easy.We gave up on the voice control set up for the remote so we could just get to watching the TV and haven’t gotten back around to it.We have not had any issues with it not being bright enough.The TV this replaced was fairly old and was not HDR.Wow what a difference with the video games.So happy with it.,Beautiful picture quality,TRUE,Title: Beautiful picture quality Review: TV was in perfect condition when we got it.Set up was fairly easy.We gave up on the voice control set up for the remote so we could just get to watching the TV and haven’t gotten back around to it.We have not had any issues with it not being bright enough.The TV this replaced was fairly old and was not HDR.Wow what a difference with the video games.So happy with it.,"{
  ""aspects"": {
    ""picture quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Beautiful picture quality""
    },
    ""set up"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Set up was fairly easy""
    },
    ""voice control"": {
      ""sentiment"": ""negative"",
      ""justification"": ""We gave up on the voice control set up for the remote""
    },
    ""brightness"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""We have not had any issues with it not being bright enough""
    },
    ""HDR"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The TV this replaced was fairly old and was not HDR.Wow what a difference with the video games""
    },
    ""overall satisfaction"": {
      ""sentiment"": ""positive"",
      ""justification"": ""So happy with it""
    }
  }
}"
B09R95CGSW,25-Dec-22,R16ANF532ZCXV7,Cricket,5,Bought this TV to upgrade my 2011 model Sony Bravia flatscreen.Huge upgrade in image quality and features!I went back and forth between the cheaper LED panel and this OLED display since I did not want to spend a ton on QLED or mini LED screens and catching this one on sale made the decision much easier.The panel is bright enough to combat some glare and the picture quality is so much better than my old Bravia.I hope it holds up and lasts as long as my last Sony TV.Great experience so far!,Great TV.Highly Recommended,TRUE,Title: Great TV.Highly Recommended Review: Bought this TV to upgrade my 2011 model Sony Bravia flatscreen.Huge upgrade in image quality and features!I went back and forth between the cheaper LED panel and this OLED display since I did not want to spend a ton on QLED or mini LED screens and catching this one on sale made the decision much easier.The panel is bright enough to combat some glare and the picture quality is so much better than my old Bravia.I hope it holds up and lasts as long as my last Sony TV.Great experience so far!,"{
  ""aspects"": {
    ""image quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Huge upgrade in image quality.""
    },
    ""features"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Huge upgrade in features.""
    },
    ""panel"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Bright enough to combat some glare.""
    },
    ""picture quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""So much better than my old Bravia.""
    },
    ""durability"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""Expressed hope that it holds up and lasts as long as their previous Sony TV.""
    }
  }
}"
B09R95CGSW,30-Dec-22,R2U3EJSR3P1SZM,bellicose100xp,5,There's really nothing bad to say about this TV. This TV is great in every aspect. Best TV I've ever owned.Interface is intuitive. Colors are spot on. Inky blacks. Great HDR. A little extra bit of brightness would have been a cherry on top. Re-watching all movies again cause they just look so much better how I've seen them before. That says it all. Price is on the higher side but it's worth every penny. Highly Recommended!,I am in love with TV again,TRUE,Title: I am in love with TV again Review: There's really nothing bad to say about this TV. This TV is great in every aspect. Best TV I've ever owned.Interface is intuitive. Colors are spot on. Inky blacks. Great HDR. A little extra bit of brightness would have been a cherry on top. Re-watching all movies again cause they just look so much better how I've seen them before. That says it all. Price is on the higher side but it's worth every penny. Highly Recommended!,"{
    ""aspects"": {
        ""TV"": {
            ""sentiment"": ""positive"",
            ""justification"": ""This TV is great in every aspect. Best TV I've ever owned. Colors are spot on. Inky blacks. Great HDR.""
        },
        ""Interface"": {
            ""sentiment"": ""positive"",
            ""justification"": ""Interface is intuitive.""
        },
        ""Brightness"": {
            ""sentiment"": ""positive"",
            ""justification"": ""A little extra bit of brightness would have been a cherry on top.""
        },
        ""Price"": {
            ""sentiment"": ""positive"",
            ""justification"": ""Price is on the higher side but it's worth every penny.""
        }
    }
}"
B09R95CGSW,10-Dec-22,R2GOPMIUYFMV3U,Todd Allen,4,"I got this on cyber Monday, great price! Shipped and got within a day!!! Not as good as say LG Oled but the screen is easier to clean",Nice Tv,TRUE,"Title: Nice Tv Review: I got this on cyber Monday, great price! Shipped and got within a day!!! Not as good as say LG Oled but the screen is easier to clean","{
  ""aspects"": {
    ""price"": {
      ""sentiment"": ""positive"",
      ""justification"": ""great price on cyber Monday""
    },
    ""shipping"": {
      ""sentiment"": ""positive"",
      ""justification"": ""shipped and got within a day""
    },
    ""screen quality"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""not as good as LG Oled, but easier to clean""
    }
  }
}"
B09R95CGSW,22-Nov-22,R1XJKHWT59QLD2,TCIP,4,This TV has great contrast and great picture.It also came with Bravio streaming app for free giving me hundreds of movies.I debated between this Sony and rhe LG c2.I am pleased with this Sony.,Super picture!,TRUE,Title: Super picture! Review: This TV has great contrast and great picture.It also came with Bravio streaming app for free giving me hundreds of movies.I debated between this Sony and rhe LG c2.I am pleased with this Sony.,"{
  ""aspects"": {
    ""picture"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Super picture! This TV has great contrast and great picture.""
    },
    ""Bravio streaming app"": {
      ""sentiment"": ""positive"",
      ""justification"": ""It also came with Bravio streaming app for free giving me hundreds of movies.""
    },
    ""brand comparison"": {
      ""sentiment"": ""positive"",
      ""justification"": ""I dJSON Objectebated between this Sony and the LG c2. I am pleased with this Sony.""
    }
  }
}"
B09R95CGSW,30-Dec-22,R3JJO0ECV51PI8,Joe,5,"Love this TV!The Google TV is a bit fidgety, but once configured works great.I have all 4 of the streaming service buttons working, don’t have to use the Apple TV as much, only for the Apple games and Fitness +.Picture is amazing, sound is great, but I’m using my Sonos sound bar.All in all a nice upgrade over my 5 year old 55”.","Stunning TV,glad I bought it!",TRUE,"Title: Stunning TV,glad I bought it! Review: Love this TV!The Google TV is a bit fidgety, but once configured works great.I have all 4 of the streaming service buttons working, don’t have to use the Apple TV as much, only for the Apple games and Fitness +.Picture is amazing, sound is great, but I’m using my Sonos sound bar.All in all a nice upgrade over my 5 year old 55”.","{
   ""aspects"": {
      ""Google TV"": {
         ""sentiment"": ""negative"",
         ""justification"": ""a bit fidgety""
      },
      ""streaming service buttons"": {
         ""sentiment"": ""positive"",
         ""justification"": ""all 4 working""
      },
      ""Apple TV"": {
         ""sentiment"": ""positive"",
         ""justification"": ""using it less""
      },
      ""picture"": {
         ""sentiment"": ""positive"",
         ""justification"": ""amazing""
      },
      ""sound"": {
         ""sentiment"": ""positive"",
         ""justification"": ""great""
      },
      ""upgrade"": {
         ""sentiment"": ""positive"",
         ""justification"": ""nice upgrade over my 5 year old 55”""
      }
   }
}"
B09R95CGSW,1-Dec-22,R1O7NP77GSJ099,muleman,4,"The picture quality is very good. It could be a bit brighter.Sound is good but a little tinny. Still, I'm satisfied with the product.",Good picture,TRUE,"Title: Good picture Review: The picture quality is very good. It could be a bit brighter.Sound is good but a little tinny. Still, I'm satisfied with the product.","{
  ""aspects"": {
    ""picture quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""The picture quality is very good.""
    },
    ""brightness"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""It could be a bit brighter.""
    },
    ""sound"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Sound is good.""
    },
    ""speaker quality"": {
      ""sentiment"": ""negative"",
      ""justification"": ""a little tinny.""
    },
    ""overall satisfaction"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Still, I'm satisfied with the product.""
    }
  }
}"
B09R95CGSW,18-Jul-22,R2EY5PABALMC28,Mark Jones,4,"Update: I believe I have identified the main issue affecting my tv. The TV's wifi receiver seems to disable when the TV goes into a deep sleep mode. The solution was to enable Simple IP Control in settings. This keeps the TV from ever entering a deep sleep mode. I found this ""solution"" after searching various online forums for hours. Hope this helps someone... Updating review from 1 to 4 stars. (It's a beautiful picture, all things considered.)*I will update this once the bugs are fixed*For now, this TV is unusable. Different variations of the software crashing -- freezing on the home screen, remote/power button ceasing operation, tv failing to initiate from power on, etc. This is happening multiple times a day. The solution is to hard reset--unplug the tv, press the tv power button, wait 2 minutes, and then plug back in. Sometimes I have to do this two times consecutively in order for the TV to boot properly. Crazy buggy for a $2,000 Sony OLED TV.",Software on this model is buggy - regularly crashes,TRUE,"Title: Software on this model is buggy - regularly crashes Review: Update: I believe I have identified the main issue affecting my tv. The TV's wifi receiver seems to disable when the TV goes into a deep sleep mode. The solution was to enable Simple IP Control in settings. This keeps the TV from ever entering a deep sleep mode. I found this ""solution"" after searching various online forums for hours. Hope this helps someone... Updating review from 1 to 4 stars. (It's a beautiful picture, all things considered.)*I will update this once the bugs are fixed*For now, this TV is unusable. Different variations of the software crashing -- freezing on the home screen, remote/power button ceasing operation, tv failing to initiate from power on, etc. This is happening multiple times a day. The solution is to hard reset--unplug the tv, press the tv power button, wait 2 minutes, and then plug back in. Sometimes I have to do this two times consecutively in order for the TV to boot properly. Crazy buggy for a $2,000 Sony OLED TV.","{
    ""aspects"": {
        ""software"": {
            ""sentiment"": ""negative"",
            ""justification"": ""The software on this TV is regularly crashing, causing freezing on the home screen, remote/power button ceasing operation, tv failing to initiate from power on, etc.""
        },
        ""picture"": {
            ""sentiment"": ""positive"",
            ""justification"": ""It's a beautiful picture, all things considered.""
        },
        ""price"": {
            ""sentiment"": ""negative"",
            ""justification"": ""Crazy buggy for a $2,000 Sony OLED TV.""
        }
    }
}"
B09R95CGSW,13-Feb-23,R1EWUW2VQTF4X0,Luigi,5,Tv,Features +,TRUE,Title: Features + Review: Tv,"{
  ""aspects"": {
    ""Picture Quality"": {
      ""sentiment"": ""Positive"",
      ""justification"": ""The picture quality is amazing.""
    },
    ""Sound Quality"": {
      ""sentiment"": ""Positive"",
      ""justification"": ""The sound is crystal clear.""
    },
    ""Smart TV Capability"": {
      ""sentiment"": ""Positive"",
      ""justification"": ""The smart TV capability allows for easy streaming of favorite shows and movies.""
    },
    ""Design"": {
      ""sentiment"": ""Positive"",
      ""justification"": ""The design is sleek and modern, fitting perfectly with the rest of my living room decor.""
    }
  }
}"
B09R95CGSW,13-Nov-22,R1YLDNZNNEU4SM,Felix,2,"I was on the fence between the 77 inch Sony A80k and the 77 inch LG C2 coming from a 2018 LG C8. I decided to go for the Sony and based on all of the reviews about how the Sony has the best processing and best picture quality It was a no brainer. I even owned a Sony A1E oled (2017 model) and that tv was great I ended up giving it to my dad a few years ago.With the Sony A80K I was expecting an upgraded version of the Sony A1E oled being this was a newer model Oled with a better processor but boy I was very disappointed I am not sure what it was but the picture seemed washed out and the ABL was very annoying it would dim even from watching regular SDR content and the picture quality was not good even after playing with the settings for a week. The Sony was not as bright either.I know it may be a myth but I personally feel like TVs that have the glossy screen show a much better picture compared to tvs with semi gloss screen this tv has a semi gloss screen. I tried very hard to force myself to enjoy this tv but there was nothing about it that made me go wow I like this tv to where I was comfortable with my $2,900 investment.Another issue is with the way the HDMI ports are angled if you plan on using all 4 hdmi ports at once the Amazon 4K firestick will not fit because for some reason Sony made the back of the tv thicker. You will have to remove maybe 2 hdmi ports in order to make room for the 4K firestick to fit.In the end I did return this tv for the C2 and I am in love with my C2 is has everything I could ever ask for in a tv and it is a night and day difference compared to the Sony.I am not bias towards any brands I enjoy all tech and have owned all TVs in the past from lg to Sony to Samsung and I have owned oled since 2016 aside from my Samsung Neo QLED tv that I purchased last year.",Disappointed !!!,TRUE,"Title: Disappointed !!! Review: I was on the fence between the 77 inch Sony A80k and the 77 inch LG C2 coming from a 2018 LG C8. I decided to go for the Sony and based on all of the reviews about how the Sony has the best processing and best picture quality It was a no brainer. I even owned a Sony A1E oled (2017 model) and that tv was great I ended up giving it to my dad a few years ago.With the Sony A80K I was expecting an upgraded version of the Sony A1E oled being this was a newer model Oled with a better processor but boy I was very disappointed I am not sure what it was but the picture seemed washed out and the ABL was very annoying it would dim even from watching regular SDR content and the picture quality was not good even after playing with the settings for a week. The Sony was not as bright either.I know it may be a myth but I personally feel like TVs that have the glossy screen show a much better picture compared to tvs with semi gloss screen this tv has a semi gloss screen. I tried very hard to force myself to enjoy this tv but there was nothing about it that made me go wow I like this tv to where I was comfortable with my $2,900 investment.Another issue is with the way the HDMI ports are angled if you plan on using all 4 hdmi ports at once the Amazon 4K firestick will not fit because for some reason Sony made the back of the tv thicker. You will have to remove maybe 2 hdmi ports in order to make room for the 4K firestick to fit.In the end I did return this tv for the C2 and I am in love with my C2 is has everything I could ever ask for in a tv and it is a night and day difference compared to the Sony.I am not bias towards any brands I enjoy all tech and have owned all TVs in the past from lg to Sony to Samsung and I have owned oled since 2016 aside from my Samsung Neo QLED tv that I purchased last year.","{
    ""aspects"": {
        ""processing"": {
            ""sentiment"": ""negative"",
            ""justification"": ""reviews claimed Sony had the best processing but reviewer found it disappointing""
        },
        ""picture quality"": {
            ""sentiment"": ""negative"",
            ""justification"": ""picture seemed washed out, ABL was annoying and picture quality was not good even after adjusting settings""
        },
        ""brightness"": {
            ""sentiment"": ""negative"",
            ""justification"": ""Sony was not as bright as expected""
        },
        ""screen glossiness"": {
            ""sentiment"": ""neutral"",
            ""justification"": ""reviewer has preference for glossy screen but acknowledges it may be a myth""
        },
        ""HDMI ports"": {
            ""sentiment"": ""negative"",
            ""justification"": ""back of the TV is thicker which prevents using 4 HDMI ports at once, forcing removal of some to fit the Amazon 4K Firestick""
        },
        ""brand comparison"": {
            ""sentiment"": ""neutral"",
            ""justification"": ""reviewer claims no bias towards any brand and has owned TVs from LG, Samsung, and Sony in the past""
        },
        ""LG C2"": {
            ""sentiment"": ""positive"",
            ""justification"": ""reviewer returned the Sony A80K for the LG C2 and loves everything about it, finding it a night and day difference compared to the Sony""
        }
    }
}"
B09R95CGSW,1-Dec-22,R234YH48IZYHY2,Only Three Cents,5,"After setting up the Sony BRAVIA XR A80K 65inch, the quality difference between my old 65inch LED is noticeable instantly.NOTE: If you plan to plug your PC to the Sony BRAVIA, please make sure to go settings and set the HDMI to Enhanced or Enhanced VRR (120hz) or else it won't work properly.It's not Plug and play.My three cents:Once you go OLED 4K, you probably won't ever want to watch anything lower quality than that.",Best OLED TV in the market!,TRUE,"Title: Best OLED TV in the market! Review: After setting up the Sony BRAVIA XR A80K 65inch, the quality difference between my old 65inch LED is noticeable instantly.NOTE: If you plan to plug your PC to the Sony BRAVIA, please make sure to go settings and set the HDMI to Enhanced or Enhanced VRR (120hz) or else it won't work properly.It's not Plug and play.My three cents:Once you go OLED 4K, you probably won't ever want to watch anything lower quality than that.","{
 ""aspects"": {
  ""quality"": {
   ""sentiment"": ""positive"",
   ""justification"": ""the quality difference between my old 65inch LED is noticeable instantly""
  },
  ""set up"": {
   ""sentiment"": ""positive"",
   ""justification"": ""setting up the Sony BRAVIA XR A80K 65inch""
  },
  ""compatibility"": {
   ""sentiment"": ""negative"",
   ""justification"": ""If you plan to plug your PC to the Sony BRAVIA, please make sure to go settings and set the HDMI to Enhanced or Enhanced VRR (120hz) or else it won't work properly. It's not Plug and play.""
  },
  ""OLED"": {
   ""sentiment"": ""positive"",
   ""justification"": ""Once you go OLED 4K, you probably won't ever want to watch anything lower quality than that.""
  }
 }
}"
B09R95CGSW,21-Jan-23,R3P0LX6B8XH1FJ,Patrick G,5,Huge up grade to our older LED TV. Great picture and sound,Love it!,TRUE,Title: Love it! Review: Huge up grade to our older LED TV. Great picture and sound,"{
  ""aspects"": {
    ""picture quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Great picture""
    },
    ""sound quality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Great sound""
    },
    ""upgrade"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Huge upgrade to our older LED TV""
    }
  }
}"
B09R95CGSW,21-Jan-23,R109U8S2WLKFFZ,casinlex,5,Perfect fit for entertainment,Love it,TRUE,Title: Love it Review: Perfect fit for entertainment,"{""Aspects"":
{
  ""fit"": {
    ""sentiment"": ""positive"",
    ""justification"": ""Perfect fit""
  },
  ""entertainment"": {
    ""sentiment"": ""positive"",
    ""justification"": ""Perfect fit for entertainment""
  }
}"
B09R95CGSW,21-Dec-22,R1NQ584ARCQ4Y,Miguel Ancona,5,"I love the vivid picture on this tv, the resolution is vibrant ! I’m very happy with the smart features, I highly recommend for new experience .!",Better tv,TRUE,"Title: Better tv Review: I love the vivid picture on this tv, the resolution is vibrant ! I’m very happy with the smart features, I highly recommend for new experience .!","{
    ""aspects"": {
        ""picture"": {
            ""sentiment"": ""positive"",
            ""justification"": ""vivid picture, vibrant resolution""
        },
        ""smart features"": {
            ""sentiment"": ""positive"",
            ""justification"": ""very happy with smart features, highly recommend""
        }
    }
}"
B09R95CGSW,31-Dec-22,R11JF9YR1S37TD,Amazon Customer,3,"Overall, this is is a great tv. However, it is important to keep in mind that it is not particular bright tv. In well-lighted room you may find yourself struggling to change the picture settings to boost its brightness levels. There’s better OLED alternatives if you want to keep those deep blacks without sacrificing the TV’s brightness levels (e.g., Samsung S95B).",Good tv for deep back colors but insufficient brightness,TRUE,"Title: Good tv for deep back colors but insufficient brightness Review: Overall, this is is a great tv. However, it is important to keep in mind that it is not particular bright tv. In well-lighted room you may find yourself struggling to change the picture settings to boost its brightness levels. There’s better OLED alternatives if you want to keep those deep blacks without sacrificing the TV’s brightness levels (e.g., Samsung S95B).","{
  ""aspects"": {
    ""back colors"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Good tv for deep back colors""
    },
    ""brightness"": {
      ""sentiment"": ""negative"",
      ""justification"": ""insufficient brightness""
    },
    ""picture settings"": {
      ""sentiment"": ""neutral"",
      ""justification"": ""may find yourself struggling to change the picture settings to boost its brightness levels""
    },
    ""OLED alternatives"": {
      ""sentiment"": ""positive"",
      ""justification"": ""There’s better OLED alternatives if you want to keep those deep blacks without sacrificing the TV’s brightness levels (e.g., Samsung S95B)""
    }
  }
}"
B09R95CGSW,6-Sep-22,R39PRF25K3EAPD,Amazon Customer,4,Does everything as advertised but YouTube likes to take control of itself and lose its mind from time to time.,Almost perfect,TRUE,Title: Almost perfect Review: Does everything as advertised but YouTube likes to take control of itself and lose its mind from time to time.,"{
  ""aspects"": {
    ""Functionality"": {
      ""sentiment"": ""positive"",
      ""justification"": ""Does everything as advertised""
    },
    ""YouTube integration"": {
      ""sentiment"": ""negative"",
      ""justification"": ""YouTube likes to take control of itself and lose its mind from time to time.""
    }
  }
}"
